external_gene_name,logfc,padj
UGT1A2P,6,0.5955
AC114812.4,-1.9,0.658
AC114812.1,-9.3,0.4651
UGT1A1,-7.6,0.4109
MROH2A,-4.6,0.0721
HJURP,1.6,0.6423
MSL3P1,-1.3,0.0776
AC005538.2,-6.5,0.8872
TRPM8,-5.4,0.2444
AC005538.1,-8.6,0.1026
AC005538.3,-7.6,0.5266
SPP2,-9,0.5105
AC006037.2,7.9,0.4858
AC006037.1,-7.3,0.8741
AC122134.1,4.8,0.1604
RPS20P12,-1.5,0.9664
AC097713.2,-0.5,0.6877
AC097713.1,-6.5,0.2809
LINC01891,7.8,0.8275
HSPE1P9,9.9,0.1464
ARL4C,-5.8,0.98
LINC01173,0.7,0.5776
AC104394.1,5.9,0.7845
AC010148.1,7.4,0.6198
SH3BP4,6.1,0.5111
AC114814.1,-4.1,0.7276
CEP19P1,-1,0.5311
AC114814.2,-0.4,0.3996
AGAP1,2.3,0.2016
AGAP1-IT1,6.5,0.9611
AC064874.1,0.9,0.1235
TMSB10P1,-5.7,0.5622
RNU7-127P,-8.3,0.6093
RN7SL204P,-7.3,0.1829
Y_RNA,0.8,0.5683
GBX2,-2.7,0.7171
AC019068.1,-9.9,0.6999
ASB18,-7.8,0.9703
RNU1-31P,-7.9,0.355
IQCA1,5.8,0.0591
AC093915.1,4.4,0.7215
IQCA1-AS1,1.1,0.7031
RPL3P5,3.9,0.896
ACKR3,-7.9,0.2743
AC084030.1,4.4,0.8056
AC012063.1,9.4,0.9351
RNU6-1051P,-8.4,0.6923
AC105760.1,-8.1,0.7258
COPS8,5,0.2147
AC107079.1,4.2,0.9041
AC112715.1,-6.7,0.34
COL6A3,3,0.6479
AC112721.1,3,0.1645
AC112721.2,-6.8,0.4546
MLPH,6.4,0.6792
MIR6811,3.4,0.446
RNU6-1140P,-3.6,0.924
PRLH,-9.3,0.3817
RAB17,5.2,0.4007
AC104667.2,-3.5,0.7641
AC104667.1,7.6,0.469
LRRFIP1,4.1,0.7791
AC012076.1,6.9,0.1802
RBM44,6.3,0.3939
RAMP1,6.5,0.4867
SNORD39,9.2,0.6441
UBE2F,3.4,0.7188
UBE2F-SCLY,-10,0.298
RNU6-1333P,-8.9,0.2398
SCLY,2.7,0.0765
ESPNL,-8.8,0.0416
KLHL30,8.5,0.169
KLHL30-AS1,-5.7,0.7604
ERFE,-2.1,0.2773
ILKAP,-9,0.2443
LINC02610,-8.6,0.8345
AC012485.1,-6.2,0.5448
HES6,4.5,0.8123
PER2,-2.7,0.5265
AC012485.3,-5.3,0.2884
AC012485.2,-3.7,0.9718
TRAF3IP1,0.1,0.2772
RNU6-234P,8.1,0.2923
ASB1,1.1,0.3625
AC016999.1,6.7,0.2171
AC016999.2,0.3,0.5724
LINC01107,7.8,0.8698
LINC01937,-8.2,0.7959
AC113618.2,-9.9,0.2696
AC113618.1,2.4,0.7854
AC145625.2,-2.2,0.5269
AC145625.1,8.1,0.7989
TWIST2,-6.2,0.943
LINC01940,-7,0.6366
HDAC4,1,0.8033
MIR4440,4.3,0.2542
MIR4441,8.8,0.5925
AC017028.1,7.6,0.678
AC017028.2,-1.5,0.3703
MIR4269,0.9,0.7754
MIR2467,-3.7,0.8813
HDAC4-AS1,-9.6,0.7535
AC023787.2,-6.8,0.2455
AC023787.3,2.4,0.2999
AC023787.1,0.1,0.2328
AC079612.1,8.4,0.4156
AC079612.2,9,0.7807
AC093802.2,7.9,0.5081
AC093802.1,-3.6,0.8122
NDUFA10,-7.1,0.4984
MIR4786,-5.9,0.237
OR6B2,-1.7,0.506
OR6B2,-2.8,0.8848
OR6B2,7.4,0.5651
OR6B3,-2.8,0.3778
OR6B3,6.4,0.8201
OR6B3,4.6,0.6655
OR9S24P,-9.6,0.4399
OR5S1P,-8.6,0.7931
COPS9,-0.8,0.4405
OTOS,5,0.2931
AC124861.3,-9.2,0.1565
AC124861.2,6.5,0.5563
AC124861.1,0.4,0.1667
U3,-1.9,0.3784
GPC1,0.1,0.3274
AC110619.1,0.4,0.7129
MIR149,-4.3,0.5412
ANKMY1,4.6,0.6104
AC124862.1,-2,0.8423
DUSP28,4.6,0.5916
RNPEPL1,-3,0.3187
CAPN10-DT,2.7,0.9033
CAPN10,-5.1,0.274
GPR35,-1,0.0367
AC011298.3,3.1,0.6474
AQP12B,-9.8,0.3782
AC011298.1,-3.4,0.1661
AQP12A,8.8,0.6789
AC011298.2,0,0.2993
KIF1A,-6.6,0.0666
AGXT,2,0.3486
MAB21L4,-9.2,0.5905
CROCC2,-6.6,0.4419
AC104809.2,8.1,0.6808
AC104809.1,-9.1,0.8187
SNED1,1.9,0.6835
AC093585.1,0.4,0.1767
AC005237.1,-5.7,0.8849
MTERF4,-9.1,0.1877
PASK,-8.9,0.667
AC005237.2,-2.7,0.232
PPP1R7,2.3,0.2311
ANO7,-1.8,0.7089
HDLBP,-2.6,0.0542
SEPTIN2,3.8,0.4255
SEPTIN2,0.8,0.9751
AC104841.1,5.4,0.5663
AC005104.1,1.8,0.4794
FARP2,-5.5,0.8705
AC005104.2,-1.9,0.811
MIR3133,8,0.604
KCTD5P1,6.9,0.7699
STK25,2,0.1315
BOK-AS1,8,0.06
BOK,0.8,0.2962
AC133528.1,6.5,0.2541
THAP4,-0.1,0.0455
RNA5SP122,-5,0.2498
ATG4B,-0.9,0.2189
DTYMK,-7.1,0.1946
ING5,-6.1,0.0569
AC114730.3,4.8,0.0465
D2HGDH,-2.1,0.1213
AC114730.1,-3.1,0.5241
AC114730.2,0.4,0.3141
GAL3ST2,1.7,0.8306
GAL3ST2,-4.8,0.1686
GAL3ST2,5.9,0.5545
AC131097.1,-3,0.0624
AC131097.2,9.7,0.0015
NEU4,8.6,0.9028
AC131097.3,5.5,0.9526
PDCD1,-0.1,0.85
RTP5,-5,0.8965
LINC01237,-9.6,0.9402
FAM240C,-0.1,0.7953
LINC01238,-7.1,0.0567
AC093642.2,-8.3,0.7125
AC093642.1,-4,0.1715
AC093642.5,7,0.036
LINC01880,-5,0.5009
LINC01238,4.5,0.7976
LINC01881,-6.8,0.5935
CICP10,-9.3,0.7511
SEPTIN14P2,-0.3,0.5762
RPL23AP88,5.7,0.9529
DEFB125,5.6,0.1659
DEFB126,3.3,0.3286
DEFB127,-10,0.6144
DEFB127,6.8,0.1848
DEFB127,3.7,0.4287
DEFB128,3.6,0.8525
DEFB129,9.5,0.1979
DEFB132,-3.8,0.1097
DEFB132,8,0.9281
DEFB132,-8.4,0.651
AL034548.1,9.1,0.3315
C20orf96,-6.3,0.0073
ZCCHC3,7.1,0.2217
AL034548.2,-8.6,0.8868
NRSN2-AS1,-2.5,0.5553
SOX12,2.4,0.5057
NRSN2,0.9,0.6515
TRIB3,-7.5,0.9156
RBCK1,3.5,0.1869
TBC1D20,-7.2,0.8063
Y_RNA,-1.5,0.5243
CSNK2A1,1.1,0.2497
TCF15,-0.6,0.5186
SRXN1,-5.5,0.2554
AL121758.1,6.4,0.1476
SCRT2,2.8,0.1201
SLC52A3,-5.7,0.9259
FAM110A,-4.4,0.6698
RPS10P5,1.9,0.9709
ANGPT4,-5.2,0.3229
RSPO4,0.8,0.9971
AL110114.1,-7.6,0.3257
PSMF1,2.4,0.9056
ACTG1P3,-6.2,0.1742
TMEM74B,-8.1,0.7315
AL031665.1,-9.5,0.9598
C20orf202,7.7,0.694
RAD21L1,5.7,0.2453
SNPH,6.8,0.4019
SDCBP2,-0.3,0.698
AL136531.2,2,0.4405
AL136531.3,7.1,0.5583
SDCBP2-AS1,-7.3,0.3441
AL136531.1,1,0.8783
FKBP1A,0.4,0.8993
MIR6869,-1.5,0.0099
NSFL1C,3.7,0.6419
SIRPB2,-0.9,0.3434
AL049634.1,6.8,0.022
RNU6-917P,-8.7,0.1258
SIRPD,9.7,0.3871
AL049634.2,1.1,0.0717
AL049634.2,-9.1,0.8431
AL049634.2,0.4,0.6125
AL049634.2,-9.1,0.0403
AL049634.2,6.6,0.6282
AL049634.2,0,0.8162
SIRPB1,-1.6,0.9443
SIRPB1,7.8,0.6393
SIRPB1,-0.4,0.9383
SIRPB1,-3.9,0.6313
SIRPB1,-8.2,0.4498
SIRPB1,5.1,0.6193
AL049634.3,4.4,0.2593
SIRPG,-4.1,0.2402
SIRPG,-5.9,0.235
SIRPG,2.7,0.521
SIRPG,-1.1,0.4992
SIRPG,-3.2,0.2086
SIRPG,-1.2,0.5739
SIRPG-AS1,-0.7,0.5499
SIRPB3P,9.5,0.2126
RN7SL561P,3.8,0.9622
AL109809.3,-4.5,0.6263
AL109809.2,1,0.161
AL109809.4,-9.3,0.0301
CKAP2LP1,8.7,0.4546
AL109809.1,-3.6,0.2376
AL117335.1,5.4,0.7636
SIRPA,-0.3,0.8078
SIRPA,4.3,0.7217
SIRPA,5.3,0.6589
SIRPA,-3.6,0.8102
SIRPA,-6.4,0.368
SIRPA,5.5,0.2999
PDYN-AS1,5,0.5868
PDYN,0.4,0.7701
RPL7P2,0.5,0.5809
STK35,-8.9,0.9498
AL359916.1,7.6,0.1065
AL121899.3,-3.3,0.7315
AL121899.4,-8.2,0.532
AL121899.1,6.4,0.0578
AL121899.2,-7.7,0.0087
TGM3,4,0.2007
TGM6,3.9,0.2253
Y_RNA,7.1,0.2451
SNRPB,5.9,0.028
AL049650.1,-8.8,0.7509
ZNF343,2.3,0.5713
TMC2,-8.7,0.5374
NOP56,-0.2,0.7204
MIR1292,-7.5,0.5972
SNORD110,-10,0.229
SNORA51,-6.2,0.2842
SNORD86,-7,0.3463
SNORD86,-0.1,0.0443
SNORD86,-2.2,0.9221
SNORD86,6.8,0.0197
SNORD86,-6.2,0.5738
SNORD56,0.9,0.268
SNORD57,-3.1,0.2061
IDH3B,2.9,0.8309
AL049712.1,3.4,0.5293
EBF4,-5.6,0.3622
RPL19P1,-0.3,0.4912
CPXM1,-8,0.8796
AL035460.1,9.6,0.1045
C20orf141,-6.2,0.6783
TMEM239,4.7,0.3748
PCED1A,-9.3,0.0591
VPS16,-0.2,0.6026
PTPRA,-0.2,0.0043
GNRH2,-9.4,0.4705
MRPS26,1.7,0.0491
OXT,-8.2,0.532
AVP,-3.7,0.5077
RN7SL555P,0.8,0.2318
UBOX5-AS1,-2.9,0.7566
UBOX5,-5.4,0.7048
FASTKD5,-0.1,0.177
LZTS3,2.6,0.9264
DDRGK1,1.8,0.8492
ITPA,9.9,0.3991
SLC4A11,-9.4,0.2467
AL109976.1,-4.5,0.6468
C20orf194,9.5,0.9097
RNU6-1019P,-5.4,0.0652
UBE2V1P1,-10,0.6761
U3,6.9,0.4811
AL117334.1,-5.7,0.2154
AL353193.1,4.8,0.235
ATRN,1.3,0.5173
SF3A3P1,-5.6,0.3474
GFRA4,-2.7,0.398
ADAM33,-3.3,0.8193
SIGLEC1,7.2,0.2909
HSPA12B,1.6,0.0741
C20orf27,-8.9,0.9893
SPEF1,1.4,0.1683
CENPB,-5.1,0.8353
CDC25B,7.6,0.6715
LINC01730,3.6,0.3365
AL109804.1,-2.9,0.1033
AP5S1,-3.7,0.8474
MAVS,-5.3,0.1396
PANK2-AS1,-6.4,0.7844
PANK2,7.3,0.9392
MIR103A2,-1.3,0.6671
MIR103B2,-5.5,0.8371
AL031670.1,6.7,0.8792
RNF24,-7,0.0393
FTLP3,1.5,0.5202
RPL21P2,9.5,0.6774
AL356414.1,1.4,0.599
SMOX,8.3,0.7295
LINC01433,1.5,0.9953
ADRA1D,1,0.3495
AL139350.1,0.6,0.8228
AL121781.1,9.1,0.6683
AL121916.1,-4.4,0.1845
RPS4XP2,-6.6,0.6096
PRNP,3.9,0.6741
PRND,-0.6,0.5972
PRND,4.4,0.6191
PRNT,-0.9,0.3257
IDI1P3,-2.2,0.228
AL133396.1,8.5,0.8662
RASSF2,-7.6,0.4633
SLC23A2,4.8,0.7153
AL389886.1,-3.7,0.7426
AL121890.1,-7.9,0.2357
AL121890.3,-0.1,0.9804
AL121890.2,-9.6,0.2833
AL121890.5,6.7,0.6438
AL121890.4,-9,0.3143
TMEM230,-5,0.8454
RNA5SP474,5.5,0.6658
Y_RNA,1.8,0.253
PCNA,2.3,0.7184
AL121924.1,-4,0.0192
CDS2,5,0.7414
UBE2D3P1,-1.2,0.6751
PROKR2,-3.2,0.742
AL121757.2,6.3,0.9589
RNA5-8SP7,9.4,0.1996
AL121757.3,-6.5,0.3793
LINC00658,3.5,0.4836
AL121757.1,4.2,0.715
LINC00654,-4.5,0.2886
LINC01729,-3.5,0.4135
RPS18P1,-7.3,0.8599
AL109935.1,2.1,0.6766
GPCPD1,6.2,0.9965
EIF4EP1,-7.9,0.878
SHLD1,2.2,0.6337
RNU1-55P,-3.2,0.1833
RNU1-55P,-5.3,0.7895
CHGB,-0.9,0.6015
KANK1P1,9.1,0.4307
TRMT6,-1,0.8787
MCM8,-1.6,0.9869
AL035461.3,6.3,0.3797
Y_RNA,3,0.736
AL035461.1,-9.8,0.4437
MCM8-AS1,1.6,0.5515
AL035461.2,-6,0.0917
RN7SL498P,1.5,0.6793
CRLS1,-7.5,0.4369
LRRN4,0.5,0.4075
AL118505.1,-2.1,0.2963
FERMT1,8,0.6065
TARDBPP1,-9.9,0.5055
AL109618.1,-9.8,0.5195
AL109618.2,7.8,0.7522
AL109618.3,8.3,0.184
CASC20,-8.4,0.3737
LINC01713,0.7,0.2485
BMP2,-3.3,0.1269
AL096799.1,-8.5,0.2863
LINC01428,8.5,0.031
AL080248.1,9.7,0.4072
LINC01751,0.3,0.2832
LINC01706,6.2,0.0473
MIR8062,6.5,0.1824
RN7SL547P,0,0.8797
AL031679.1,-8.7,0.4262
AL021879.1,6.1,0.5731
HAO1,2.5,0.0879
TMX4,7.6,0.1337
AL021396.1,-7.8,0.262
PLCB1,-7.5,0.5218
PHKBP1,-6.3,0.7393
PLCB1-IT1,-5.9,0.3109
RNU105B,-8.5,0.7434
AL445567.1,5.1,0.2165
AL445567.2,1.4,0.0096
Metazoa_SRP,7.4,0.8104
PLCB4,-9.9,0.2354
LAMP5-AS1,-9.7,0.8832
LAMP5,4.7,0.6482
PAK5,5.7,0.9025
AL353612.2,-1.7,0.8491
AL353612.1,4.1,0.7125
AL034427.1,-6.9,0.3505
PARAL1,5.7,0.3541
ANKEF1,9.8,0.7039
SNAP25-AS1,3.8,0.2055
Metazoa_SRP,9.3,0.2502
AL354824.1,7.2,0.1772
AL354824.2,4.7,0.5828
SNAP25,-7.6,0.5829
AL023913.1,2.9,0.1576
HIGD1AP15,-9.8,0.6946
RPL23AP6,8.2,0.0454
SDAD1P2,8.2,0.717
MKKS,-8.4,0.4624
AL034430.1,0.1,0.7662
AL034430.2,-2.8,0.7763
SLX4IP,-4.6,0.2529
AL035456.1,-6.8,0.7439
JAG1,2.4,0.7217
MIR6870,8.7,0.3325
AL050403.2,9.4,0.7509
LINC01752,9.1,0.1039
AL135937.1,-3.2,0.1429
AL050403.1,5.9,0.9467
FAT1P1,6.1,0.6237
LINC02871,-2.2,0.7753
AL158042.1,-0.6,0.0432
AL049649.1,5.1,0.5415
RPS11P1,-7.4,0.405
AL109837.2,2.2,0.8626
AL109837.3,1.2,0.0922
AL109837.1,-6.8,0.6935
PGAM3P,1.3,0.2771
AL161938.1,-2.5,0.09
LINC00687,3,0.9201
RN7SKP111,7.6,0.7193
AL080274.1,-7.2,0.5742
BTBD3,6.9,0.2839
AL035448.1,-10,0.7284
AL109838.1,-4.9,0.4476
AL136460.1,4,0.5199
PA2G4P2,8.2,0.1283
LINC01722,-6.1,0.6505
AL078623.1,-10,0.3868
AL133331.1,9.9,0.8046
LINC01723,3.8,0.86
SPTLC3,2.8,0.2302
AL109983.1,5.3,0.7546
ISM1,7,0.5511
ISM1-AS1,9.2,0.5938
AL050320.1,5.8,0.9254
AL121782.1,-0.2,0.4832
TASP1,1,0.8022
GAPDHP2,-7.4,0.6169
ESF1,-5.3,0.2526
NDUFAF5,-4.1,0.5993
SEL1L2,-6.2,0.5843
RNU6-278P,7.2,0.8173
MACROD2,-6.3,0.5429
RPS3P1,-5.7,0.8625
AIMP1P1,-9.4,0.5131
RN7SL864P,-6,0.2476
FLRT3,1.4,0.2125
RNU6-228P,0.9,0.5207
AL121582.1,-7.8,0.4206
RNF11P2,-2.4,0.2843
MACROD2-IT1,7.4,0.5301
RPS10P2,1.4,0.9607
MACROD2-AS1,-3.7,0.5585
AL138808.1,3.2,0.5153
RNU6-1159P,4.8,0.3767
RNU6-115P,-2.4,0.5562
RNA5SP475,-7.7,0.1379
AL121584.1,-6.4,0.0926
ENSAP1,-5.8,0.5034
AL079338.1,4,0.6285
AL161941.1,-1.8,0.8388
PPIAP17,0.9,0.0614
KIF16B,9.9,0.305
AL049794.1,-6.3,0.3069
AL049794.2,-5.8,0.2768
RPLP0P1,6.8,0.482
Y_RNA,-5.8,0.5837
AL135938.1,1.6,0.2455
AL034428.1,-3.5,0.1084
SNRPB2,6.5,0.107
OTOR,5,0.1421
AL121892.1,-0.8,0.0091
U3,7.5,0.1771
RNU6-27P,5.3,0.4221
AL359511.1,2.2,0.5853
RNU1-131P,-6.6,0.4781
AL359511.2,-2.3,0.151
AL359511.3,-4.8,0.2638
PCSK2,-7,0.5283
DYNLT3P1,5,0.5686
BFSP1,-8.2,0.8503
RPS27AP2,9.6,0.1417
AL132765.2,-7.4,0.3746
DSTN,-6.8,0.4521
RN7SKP69,-4.7,0.4607
AL132765.1,2.1,0.7034
RRBP1,2.3,0.853
BANF2,-8.5,0.9675
AL035045.1,-9.8,0.85
RNU6-192P,-2.5,0.7932
SNX5,7.5,0.0716
OVOL2,8,0.1962
SNORD17,-7.2,0.2853
MGME1,6.3,0.0063
PTMAP3,-7.3,0.882
AL160411.1,-1.4,0.5923
RPL15P1,6.8,0.6081
RNU7-137P,4,0.7913
Y_RNA,-4.3,0.8796
PET117,-3.3,0.3675
KAT14,0.6,0.0166
GGCTP2,-0.3,0.4947
RN7SL14P,-1,0.7465
RNU2-56P,-8.8,0.3841
AL049646.3,-8.3,0.993
ZNF133,4.5,0.9163
AL049646.1,-2.1,0.4521
RN7SKP74,-7,0.3489
AL049646.2,-1.3,0.1607
LINC00851,8.3,0.9008
DZANK1,6.4,0.5152
GCNT1P1,-6.8,0.98
RNA5SP476,-1.5,0.3638
POLR3F,7.7,0.6388
MIR3192,8,0.3921
RPL21P3,7.9,0.982
RBBP9,6.6,0.7477
RPS19P1,-4.2,0.3157
SEC23B,1.7,0.5481
SMIM26,3.3,0.2628
AL121900.1,-0.7,0.2188
DTD1,-7.8,0.2216
RN7SL638P,2.4,0.5214
RNU6ATAC34P,-5.8,0.8073
DUXAP7,5.3,0.6121
DTD1-AS1,7,0.3392
EEF1A1P34,-7.4,0.645
LINC00652,0.5,0.885
LINC00653,-6.8,0.2393
SCP2D1-AS1,3.3,0.6144
SCP2D1,3.2,0.655
AL135936.1,1.2,0.3682
AL136090.2,-8.4,0.6646
SLC24A3,6.6,0.3355
AL136090.1,-7.7,0.8321
AL049647.1,7.8,0.2518
AL121830.1,5.2,0.2211
AL121761.1,5.6,0.9238
RIN2,3,0.0548
RPL12P12,4.2,0.3336
NAA20,-3.5,0.2714
CRNKL1,0,0.3639
CFAP61,3.5,0.5406
AL035454.1,2,0.2299
AL049648.1,7.4,0.0386
RPL17P1,3.9,0.2069
CFAP61-AS1,3.7,0.1818
RN7SL690P,-7.2,0.1431
AL161658.1,5.9,0.6482
INSM1,-2.9,0.3654
RALGAPA2,8.9,0.8164
EIF4E2P1,6,0.8045
LLPHP1,-0.5,0.6811
RN7SL607P,-8.8,0.1873
MRPS11P1,-9.9,0.9641
AL133465.1,2.4,0.5411
LINC00237,1.9,0.5496
AL121759.2,-4.7,0.3888
RPL24P2,6,0.579
KIZ,6.7,0.8766
RNA5SP477,-3.8,0.6077
AL121759.1,6.5,0.5656
KIZ-AS1,0.4,0.3535
RPS15AP1,9.6,0.4359
ZNF877P,-9.7,0.5522
AL117332.1,-8.2,0.546
XRN2,-1.4,0.463
NKX2-4,-6.8,0.7871
AL158013.1,-9,0.8914
RN7SKP140,-0.9,0.5939
AL133325.1,1.7,0.2326
AL133325.3,6.3,0.0411
GSTM3P1,7.9,0.3204
NKX2-2,7.6,0.3093
NKX2-2-AS1,6.6,0.0005
AL133325.2,-1,0.0701
LINC01727,4.3,0.0666
LINC01726,1.3,0.9977
AL121590.1,9.5,0.2025
PAX1,-4,0.6251
SLC25A6P1,-1.2,0.0261
RPL41P1,-9.4,0.7435
AL109807.1,-9.5,0.0559
LINC01432,9.8,0.4279
AL035258.1,9.6,0.5038
LINC01427,-8.9,0.7629
AL049737.1,-1.8,0.3405
AL121912.1,-8.3,0.6302
AL133464.1,6.3,0.7373
LINC00261,-2.1,0.8164
FOXA2,-0.1,0.9459
LNCNEF,-8.3,0.9068
LINC01747,0,0.7754
AL158175.1,-9.8,0.2724
KRT18P3,-5.9,0.9298
CYB5AP4,-2.6,0.649
AL353132.1,4,0.5381
AL049651.1,-7.4,0.8106
AL049651.2,-9.6,0.2546
SSTR4,4.2,0.3994
THBD,-1.9,0.4205
AL118508.3,2.9,0.4486
CD93,3.7,0.5059
LINC00656,3.3,0.8111
AL118508.2,6.6,0.1072
RNA5SP478,-3.3,0.1434
AL118508.1,-0.4,0.4769
AL390037.1,-8.6,0.0247
NXT1-AS1,6.2,0.4871
NXT1,0.9,0.5447
LINC01431,-4.6,0.0273
GZF1,-8.1,0.3004
NAPB,6.7,0.7703
RNA5SP479,-7.1,0.1779
CSTL1,8.4,0.6959
CST11,1.1,0.7276
AL096677.1,2.4,0.6353
Y_RNA,2.5,0.8918
CST12P,-9.2,0.4831
AL109954.1,1.3,0.6397
AL109954.2,6.4,0.0543
CST8,8.5,0.7439
CST13P,7.3,0.8603
CST9LP1,-2.6,0.7917
CST9L,9.5,0.1413
CST9L,9.8,0.2921
CST9LP2,-6.5,0.5671
CST9,-6.5,0.776
CST3,-7,0.8498
CST3,7.6,0.9808
AL121894.2,1.6,0.3186
AL121894.1,-10,0.5249
AL121894.3,2,0.1524
CST4,-2.8,0.9816
CST2P1,0,0.5208
AL591074.2,9.7,0.8233
CST1,9.2,0.0216
CSTP2,-6.1,0.2826
AL591074.1,3,0.3687
CST2,-8.9,0.2272
CST5,-4.7,0.0198
CSTP1,-4.1,0.3629
AL133466.1,5.8,0.3906
GGTLC1,-3.3,0.4384
POM121L3P,-4.2,0.6316
LINC01721,7.8,0.7962
AL110503.1,1,0.3231
RNU1-23P,-3.3,0.3313
AL158090.1,-9.3,0.8325
GAPDHP53,-8.1,0.9233
SYNDIG1,5.2,0.0448
AL157413.1,-7.2,0.3614
AL049594.1,8.3,0.774
AL035661.1,-3.1,0.4635
CST7,-3.7,0.3846
APMAP,2.9,0.3086
RNU6-1257P,8.5,0.3255
AL035661.2,4.2,0.2195
ACSS1,-3.9,0.3525
AL080312.2,-4.5,0.2751
VSX1,6.8,0.2624
AL080312.1,5,0.7989
AL035252.2,7.9,0.2854
AL035252.1,-5.6,0.3164
AL035252.5,-1.5,0.1459
ENTPD6,-7.2,0.7794
Y_RNA,-1.6,0.2012
AL035252.4,-4.7,0.4731
AL035252.3,4.9,0.5577
AL121772.1,7.9,0.8689
PYGB,-8.6,0.5125
AL121772.2,-0.3,0.3079
AL121772.3,5,0.1248
ABHD12,2,0.9105
PPIAP2,-9.4,0.4317
GINS1,2.3,0.2457
NINL,-2.1,0.9646
RNU6ATAC17P,4.6,0.8555
NANP,1.4,0.1143
ZNF337-AS1,9.5,0.9418
RN7SL594P,5.1,0.596
MED28P7,4.2,0.1153
ZNF337,2.5,0.9499
AL031673.1,-7.2,0.2618
AL390198.1,0.3,0.238
VN1R108P,-3.5,0.7513
FAM182B,7,0.8406
BSNDP1,7.2,0.0584
AL390198.2,-7.4,0.1096
BSNDP2,7.3,0.8213
CFTRP1,-9.1,0.6654
LINC01733,-9.6,0.2243
FAM182A,-6.6,0.5734
AL078587.1,7.1,0.4846
AL078587.2,-0.5,0.1748
AL450124.1,-9.5,0.1672
BSNDP3,8,0.5708
NCOR1P1,-3.9,0.0728
AL391119.1,9.2,0.133
AL121904.2,9.9,0.8824
MIR663AHG,2.8,0.9974
AL121904.1,-2.4,0.1372
MIR663A,4.5,0.7278
FRG1CP,-6.4,0.0476
FRG1DP,-6.2,0.5287
5_8S_rRNA,7.9,0.3932
DUX4L32,-8.9,0.5935
PCMTD1P7,-4.7,0.2616
DUX4L33,-8.5,0.9349
DUX4L34,-8.1,0.1253
FRG2EP,-6.6,0.8922
RARRES2P11,2.1,0.8813
AGGF1P10,-0.3,0.5996
DUX4L35,0,0.5278
FRG1EP,4.1,0.5874
FAM242B,-4.4,0.0387
Y_RNA,0.4,0.4835
CFTRP2,-9.5,0.9601
5_8S_rRNA,-8.3,0.8844
CDC27P3,-4.8,0.2243
RNA5SP532,6.3,0.3015
DUX4L37,-0.2,0.8212
CFTRP3,3.6,0.2239
LINC01597,2.5,0.3722
AL121762.1,8.4,0.4591
AL121762.2,3.3,0.1571
Y_RNA,1,0.8517
FAM242A,-8.9,0.9453
FRG1BP,3.9,0.5281
MLLT10P1,9,0.111
5_8S_rRNA,-4.8,0.693
AC018688.1,4.3,0.6966
ANKRD20A21P,2,0.649
U6,-3.8,0.4005
RNA5SP528,-3.6,0.2342
DEFB115,-0.8,0.7859
DKKL1P1,-4.6,0.7388
AL121723.1,-6.6,0.9135
DEFB116,2.1,0.2949
RPL31P3,6.6,0.51
HAUS6P2,9.6,0.0564
RNA5SP480,-2.3,0.655
DEFB117,-8.5,0.5524
DEFB118,8.3,0.3264
AL031650.1,6.2,0.2872
DEFB119,-5.1,0.8013
DEFB121,-1.5,0.1821
DEFB121,-6.5,0.7397
DEFB121,6.9,0.3447
DEFB122,2.4,0.7908
DEFB123,-7.3,0.2302
DEFB124,-4.3,0.2802
REM1,-2.5,0.7841
LINC00028,7.8,0.2246
HM13,-9.6,0.2594
AL110115.1,4.8,0.1045
MCTS2P,-5.1,0.9426
HM13-IT1,-5.3,0.7153
HM13-AS1,7.9,0.7942
AL110115.2,3.5,0.2065
RNU6-384P,-6.5,0.781
ID1,-3.1,0.9155
MIR3193,9.3,0.5677
COX4I2,-4.4,0.6157
BCL2L1,-6.2,0.1518
BCL2L1-AS1,0.1,0.7
ABALON,-1,0.0792
TPX2,9.5,0.6586
AL160175.1,-2.5,0.4281
MYLK2,-7.4,0.4246
FOXS1,-6.8,0.6642
DUSP15,-4.5,0.0945
TTLL9,6.4,0.8012
RNU1-94P,-7.3,0.9051
PDRG1,1,0.4155
XKR7,3.3,0.8686
AL031658.2,2.3,0.2541
AL031658.1,1.7,0.721
RNA5SP481,-7.4,0.9249
CCM2L,6.2,0.3073
RNA5SP482,9,0.1019
HCK,7.8,0.6875
TM9SF4,2.2,0.9167
AL049539.1,4.6,0.5466
RSL24D1P6,4.2,0.5762
TSPY26P,9.9,0.0576
PLAGL2,-3.8,0.0863
POFUT1,7.8,0.973
MIR1825,5.3,0.6884
AL121897.1,-7.9,0.6084
KIF3B,8.5,0.9179
AL121583.1,1.5,0.4172
ASXL1,3.4,0.748
NOL4L,8.7,0.6944
AL034550.1,5.9,0.6228
AL034550.3,-1.8,0.4246
AL034550.2,-0.3,0.9714
AL133343.2,6.3,0.4941
NOL4L-DT,-8.4,0.9607
AL133343.1,-8.7,0.9596
C20orf203,-6.3,0.7477
FO393400.1,-5.9,0.0117
BAK1P1,-7,0.8164
COMMD7,8.1,0.4334
DNMT3B,2.3,0.3237
DNMT3B,-5.1,0.5161
MAPRE1,9.9,0.1576
AL035071.2,8.8,0.9578
AL035071.1,-2.5,0.7677
EFCAB8,-8.9,0.6661
SUN5,-9.5,0.5667
BPIFB2,-6.3,0.1775
BPIFB6,-6.9,0.1342
PUDPP3,9.5,0.1231
